"FPR","TPR"
1,1
0.997668318274555,0.99818676337262
0.365053920139901,0.916591115140526
0.36476245992422,0.915231187669991
0.363596619061498,0.913871260199456
0.313028271640921,0.898458748866727
0.311862430778199,0.898005439709882
0.304721655494025,0.893019038984587
0.30224424366074,0.890752493200363
0.2811133780239,0.877153218495014
0.280238997376858,0.876699909338169
0.27586709414165,0.873980054397099
0.274992713494608,0.873073436083409
0.272952491984844,0.870353581142339
0.256193529583212,0.855394378966455
0.251238705916642,0.846328195829556
0.250801515593122,0.846328195829556
0.107986009909647,0.70806890299184
0.105071407752842,0.704442429737081
0.103759836782279,0.702175883952856
0.0992422034392305,0.694469628286491
0.0992422034392305,0.694016319129646
0.09895074322355,0.692203082502267
0.0983678227921889,0.689029918404352
0.0974934421451472,0.686310063463282
0.0963276012824249,0.681776971894832
0.0947245700961818,0.678150498640072
0.0937044593412999,0.676337262012693
0.0904983969688138,0.668631006346328
0.0878752550276887,0.662284678150499
0.0855435733022443,0.659111514052584
0.0814631302827165,0.653671804170444
0.0683474205770912,0.631912964641886
0.0641212474497231,0.621940163191296
0.0625182162634801,0.616500453309157
0.0612066452929175,0.614687216681777
0.0590206936753134,0.607434270172257
0.0555231710871466,0.596101541251133
0.0531914893617021,0.587035358114234
0.0508598076362576,0.57842248413418
0.0491110463421743,0.573436083408885
0.0472165549402507,0.567996373526745
0.0466336345088896,0.56572982774252
0.0459049839696881,0.56482320942883
0.0444476828912853,0.562556663644606
0.0432818420285631,0.555757026291931
0.0424074613815214,0.552583862194016
0.0422617312736812,0.551223934723481
0.0392013990090353,0.537171350861287
0.0374526377149519,0.528558476881233
0.0373069076071116,0.528105167724388
0.037015447391431,0.525838621940163
0.0320606237248615,0.503173164097915
0.031769163509181,0.499546690843155
0.00451763334304867,0.264732547597461
0.00320606237248611,0.261559383499547
0.00320606237248611,0.260652765185857
0.00320606237248611,0.260199456029012
0.00320606237248611,0.258839528558477
0.00306033226464586,0.252946509519492
0.00291460215680561,0.239347234814143
0.00218595161760415,0.202629193109701
0.00160303118624305,0.158204895738894
0.00160303118624305,0.136446056210335
0.0011658408627222,0.085222121486854
0.0011658408627222,0.0013599274705349
0,0
